Food Item,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Vitamin B12 (mcg),Folate (B9) (mcg),Vitamin B6 (mg),Niacin (B3) (mg),Pantothenic Acid (B5) (mg),Riboflavin (B2) (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Zinc (mg),Copper (mg),Phosphorus (mg),Manganese (mg),Selenium (mcg),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Omega-3 Fatty Acids (g),Omega-6 Fatty Acids (g),Cholesterol (mg),Glycemic Index,Water Content (g),Serving Size (g or cups),Net Carbs (g),Complex Carbs (g),Simple Carbs (g),Antioxidants (mg),Flavonoids (mg),Carotenoids (mg),Caffeine (mg),Acidity (pH),Allergen Information,Dietary Labels,Energy Density (kcal/g)
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,2055,174,468,4.358237578583227,148,3.374354026758301,236,0.951679264446784,12.54602717996541,3.755276099847178,2.88291584599022,56,7.192024404036123,225.99598645087698,751,6.326191794998038,1.5090567844923428,118,1.349199336864089,15,6.934258020995962,9.416948315016594,7.8814401396791105,3.9696935326597815,0.6903441679766653,106,Medium,274,150,38,11,27,371,16,55,16,5.281746620495385,Shellfish-Free,Vegan,3.116848666706052
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,1685,191,504,2.9876078566539146,195,1.1613380127362567,491,0.8520495100822676,19.68435718875088,1.7331871536692414,1.1366619719550506,74,5.175108242315686,175.16186481334321,693,7.735911601244744,1.4175090998309197,695,1.1838544962574546,56,7.923509643549305,3.2000488576134813,1.2652567631557798,4.740814025101529,7.012790061297069,74,Low,435,200,26,36,-10,173,86,165,124,5.36230441446777,Contains Artificial Colors,Paleo,3.252001760438718
Turkey Breast (100g),135,30.0,0.0,1.0,0.0,0.0,50,4043,151,209,5.871179762150333,194,3.1585453163880355,179,2.232465740535341,16.98103886983853,4.3068436524433995,0.291092652814567,460,1.3953091308429935,246.63383624452467,669,5.68417865231301,0.5765278517517032,545,1.9949957449444373,29,2.5669854646456525,3.3395352328938985,6.103077815400959,4.455515720838513,5.183582663019336,39,High,113,100,29,36,-7,25,13,144,211,6.296602747587545,Gluten-Free,Low Fat,3.343958657498586
Cottage Cheese (1/2 cup),90,11.0,4.0,4.0,0.0,2.0,400,3173,64,572,7.304913704675777,13,3.302912342502471,176,1.3883678958430086,1.6833493680548433,2.4237756667101475,0.5844614414594785,484,2.1310929347206664,194.08300719538465,760,6.462488371566985,0.5803841880138063,195,1.962872424623697,35,4.443351670829699,8.398580033995856,9.959066403863423,1.6071787265350856,4.963748079728542,126,High,813,1,18,15,3,178,71,44,236,5.625305093741346,Shellfish-Free,Low Carb,1.31765159796289
"Quinoa (1 cup, cooked)",222,8.0,39.0,3.6,5.0,0.9,13,1121,185,699,11.48356871748629,144,3.249261633596199,341,0.7741056056563109,13.509592312163795,1.725082441277201,2.9792093937896214,155,1.474078112070118,236.07386371446165,504,9.384877986746163,1.2948351121545543,382,1.122418738439591,89,6.591135216215474,6.477557612860042,5.9555070123248575,2.0300288664103796,3.0044537955002246,118,High,997,100,14,31,-17,30,78,31,298,4.057226768737642,Egg-Free,Low Fat,3.237537828617321
Orange (1 medium),62,1.2,15.0,0.2,3.1,12.0,0,3561,16,639,10.116066188343439,70,2.4062430705857296,163,2.2244228466438765,6.448570673599789,2.228723410790581,1.732737535197823,443,6.319631678620826,61.8852577289141,548,3.3411109412840094,1.548125100418988,530,0.9648483599350971,49,4.397685038881436,7.101716074030014,7.858716255931055,4.042011498987806,9.046734375317367,72,High,828,100,14,37,-23,37,6,159,199,3.238417364553785,Gluten-Free,Vegetarian,2.710896664181867
Tofu (100g),76,8.0,1.9,4.8,0.3,0.6,7,2713,83,126,9.692999944698036,116,2.389461963304123,248,2.132184705828523,11.632720257249753,4.261709705074286,1.134203216595551,295,1.394998454318691,195.15636995606218,230,3.9120574170225546,1.7653226648659945,312,0.9780183531333294,71,6.973257703179158,6.360018039889606,7.690614733811709,2.975585654123019,0.904862918495527,39,Low,951,1,12,12,0,339,12,131,180,3.007942176300531,Nut-Free,Low Fat,0.9626442454657419
"Mushrooms (1 cup, cooked)",35,3.0,7.0,0.5,2.1,3.1,8,3943,16,558,5.933249252535162,63,1.7096318995514683,62,2.4678127277943274,6.307558627693305,1.1688494701004826,0.9357878121651125,391,7.6656821638345525,14.852204835471383,168,7.318181936238701,1.719065171323504,342,0.9138505416143946,80,6.339734084404421,9.461962839485654,3.5031752587232856,2.739572218383246,8.698240088870314,95,Low,401,100,18,32,-14,92,47,12,129,6.6176695390679825,Nut-Free,Low Carb,2.330810084924631
Peanut Butter (2 tbsp),188,8.0,6.0,16.0,2.0,3.0,1,1600,170,490,12.78026574318664,97,2.7571936469113636,320,2.3194873734253676,7.628537915500518,2.552714335039201,0.8452760324017479,75,0.6948537335437162,170.98240521076815,444,6.307402412026174,1.933277688911321,478,1.1096567832930122,44,1.1464780302217648,2.0700083155804516,3.718493027039589,4.633209837667226,3.7670520241592262,22,Medium,512,1,49,28,21,282,22,55,120,6.768440207208825,Shellfish-Free,Keto-Friendly,0.5790044579209737
"Spinach (1 cup, raw)",7,0.9,1.1,0.1,0.7,0.1,24,4898,160,303,7.598020343574304,77,2.093882055052796,138,2.2035806773210833,18.54020552332941,2.7156091753827036,2.026043018657998,14,2.869069985960975,122.62774674885793,861,2.196062593127291,1.2046313011393712,135,0.6198101088473044,50,7.81043121076968,9.890392417557957,7.240764217904032,2.6801248048852537,8.806235159750223,142,Medium,893,100,42,37,5,330,56,187,186,3.3764459506586717,Shellfish-Free,Low Fat,2.6251344673125954
Whole Wheat Bread (1 slice),80,4.0,14.0,1.0,2.0,1.0,140,261,94,970,14.707469132212163,138,2.5323142136848835,264,0.6051487956220063,4.9262205129424,0.6648336391946873,1.3162247114070893,102,8.961333420973117,93.22241726081647,419,4.073399445099657,1.8264455665466832,65,1.8608986879174105,58,7.206763590925183,8.309561775565133,4.999835316048351,2.5746933979365494,7.287614583323836,114,Low,369,150,36,30,6,406,43,17,226,4.948214473128992,Egg-Free,Vegan,2.700702567952815
Cheddar Cheese (1 slice),113,7.0,1.0,9.0,0.0,0.3,174,4397,156,819,9.877989936140317,64,1.7853737115463864,493,0.708830738996236,17.60807324249078,1.380857132966744,2.8996910281689736,362,7.326047522161337,216.9770445503414,276,4.944461124684792,1.6361752191947805,677,1.031437154777677,45,6.558343876174053,5.889725888763422,5.70570709130388,0.21009295633179825,1.041707266620383,115,Low,406,200,49,31,18,45,35,13,161,3.606380813842138,Contains Artificial Colors,Vegan,2.868015525784992
Tomato (1 medium),22,1.1,4.8,0.2,1.5,3.2,6,2081,121,369,2.7677063819030385,12,2.6944893921294173,327,1.6379663886082456,1.5786983533394392,4.220340928591354,2.083144788871548,435,1.1931991627940333,215.02424623780735,683,4.484203460699699,1.7998684861966259,167,1.6998148424933575,93,1.5509360627100233,6.623716243962489,7.129057903648376,0.34708479295068817,8.315362865093537,132,Medium,142,150,36,8,28,323,18,24,111,6.794996346816339,Contains Artificial Colors,Vegan,1.0175751623673048
Cucumber (1 medium),16,0.7,3.8,0.1,0.5,1.9,2,1095,134,852,10.466485869056076,175,2.9734145528136473,496,1.5629584925636417,2.7266542290233193,4.238453248676423,2.3969293140419876,477,8.300697992609209,15.35240917567446,628,2.1936106790593874,0.12209054244219661,319,1.003076981868478,85,2.6799644879536366,6.48825876500614,7.775750270390502,0.037101539403250894,6.821768336995051,145,Low,744,150,7,5,2,499,68,53,133,3.987330067290095,Soy-Free,Low Fat,2.384749822842593
Pineapple (1 cup),82,0.9,22.0,0.2,2.3,16.0,1,3442,156,312,5.5514562160437855,130,0.9393087698084484,252,1.415926428979071,17.238825786301007,1.815867877479116,0.9489504908911638,103,5.183833654631946,156.28122938786345,940,9.28208587195049,1.9352156845450408,444,1.4647515204294617,42,3.9317703158760042,0.583962240591539,2.7151657773307134,4.566221128918168,0.3230191291534845,20,High,349,100,24,31,-7,285,97,176,185,5.006588382387996,Gluten-Free,Vegetarian,1.0365700544829632
Grapes (1 cup),104,1.1,27.0,0.2,1.4,23.0,2,4651,45,646,10.608580753605365,138,2.998789146722684,123,1.2935786508291685,12.980564587274712,4.437037555690668,0.3296405864150149,115,8.544438758103878,98.27973383702954,259,7.742028236092771,0.9997073094083088,211,0.740075732505502,40,2.799296216564434,2.180164985319386,1.4679375943696293,2.041933300088503,1.3370268210966996,2,High,775,200,17,4,13,242,48,129,174,3.662480766931667,Egg-Free,Vegan,3.3399502501675276
Strawberries (1 cup),49,1.1,12.0,0.5,3.0,7.0,1,3898,38,707,1.9749760742736804,111,2.1208895953709215,74,1.3624209697286578,15.197486622751455,3.973023225807565,1.5146862284074551,142,6.207027857278737,109.75864036010779,681,5.072880405024597,1.6165476801922016,153,1.287133029693195,87,2.2781029067613146,9.614708845247492,2.917946467237252,2.3428068806670628,6.356280558356952,45,High,543,200,27,24,3,113,64,85,260,4.33104433801225,Shellfish-Free,Paleo,2.5250320780425035
Kiwi (1 medium),42,0.8,10.0,0.4,2.1,6.0,1,1375,197,884,3.448340120463431,47,3.033997727270673,150,1.6385958682695905,4.978935745615231,2.3805836770793425,1.0122864849840592,443,6.977413804312158,209.68977741250623,724,6.960579768914948,0.34168782674178366,216,1.0469057463567468,48,8.053576701617757,5.343644288593793,5.075383250920755,4.22693473796231,6.626005028802849,89,Medium,703,200,23,29,-6,445,6,166,268,4.067225443708724,Shellfish-Free,Vegetarian,0.7859775440121672
Watermelon (1 cup),46,0.9,12.0,0.2,0.6,9.0,2,1116,91,603,12.98032162468101,94,1.793905119023044,225,0.5041530352001624,11.204585656211966,3.8678285498226703,0.6860411785229786,350,9.938264823759228,84.36154516664278,843,9.024185385287458,0.8522880820465507,349,0.7975170874138586,61,6.382322463602024,3.7835360326191205,3.421413172970391,3.04623155187889,7.4665143283759505,78,Low,644,100,20,24,-4,15,36,199,281,4.901704171888742,Shellfish-Free,Low Carb,1.0610966900174685
Bell Pepper (1 medium),24,1.0,6.0,0.2,2.1,3.5,1,437,11,423,4.180513798329208,166,1.6371214561491052,476,1.0214175482657044,15.00716524785479,4.826005840376628,2.862662179322498,323,2.7071876862781727,236.33171455302883,632,1.7936543524349267,0.6157752597398827,77,1.774956896029202,70,5.654721315502504,7.62038463389075,5.683627588475938,3.0475079819529056,7.202454007749819,126,Medium,438,150,40,12,28,32,40,171,223,4.679127848088594,Shellfish-Free,Keto-Friendly,2.4903802943892437
Zucchini (1 medium),33,2.4,7.5,0.6,2.5,3.3,3,978,138,686,12.718575753401161,142,3.2451821975516673,166,1.5365594413774222,12.918968603194987,2.56536373129407,1.3875658215918878,88,6.427482960233189,53.11211832931378,234,2.878543981716288,0.6541516639517803,473,0.31415219722292703,85,2.259527108532539,5.245189426558095,0.5346572412562844,1.4826721467740622,6.59519954669955,52,Medium,660,1,39,21,18,179,59,163,251,4.323191178401501,Dairy-Free,Vegetarian,1.930011488478826
"Chickpeas (1/2 cup, cooked)",135,7.0,22.0,2.0,6.0,3.7,1,1176,56,216,4.909865238361746,101,1.253507802645204,215,1.9444321973472924,9.96227657093298,1.5729223052906764,0.6066549169414783,221,4.873053205545284,169.05338160836266,874,5.655661848938128,0.3341856779066753,611,1.0251539818063096,34,9.180765622686414,0.1316277143189759,5.097504116137673,4.169541869622596,7.662389017464225,147,Low,842,1,11,26,-15,161,91,121,63,3.4235104705936483,Shellfish-Free,Keto-Friendly,2.7088929986326353
"Lentils (1/2 cup, cooked)",115,9.0,20.0,0.4,7.8,1.8,2,4987,157,986,10.000346740821907,30,3.0326369758584293,90,0.8483133847907927,19.23589194231658,4.738174250225701,0.6760868927753034,17,0.8747935527655686,171.30521608330352,210,8.090598527847407,1.6309512818317133,205,0.4693012392056598,14,1.9118303909731627,7.362375967151179,3.679849069377079,0.8291498801974689,5.750857058923728,20,Medium,483,1,41,29,12,253,67,96,123,4.937948088027793,Shellfish-Free,Vegetarian,1.3423663967769772
Coconut Oil (1 tbsp),121,0.0,0.0,14.0,0.0,0.0,0,4093,20,802,10.718108029137634,118,1.9520617175282124,478,1.593762347574866,13.846989335615461,3.216849298534654,0.9140582531473226,168,0.6374710942772178,70.52683874270036,857,0.8444215066945101,0.11756039770404851,373,1.7360046733134238,65,7.949509328246771,7.322175600528613,5.346667548928824,0.2657479608647395,2.607913855244549,89,High,151,200,12,38,-26,250,73,27,69,6.400832072366209,Dairy-Free,Low Carb,2.4737526105412306
Butter (1 tbsp),102,0.1,0.1,11.5,0.0,0.1,31,4959,139,508,8.17716654403074,56,2.042286327653779,393,1.9289193677715635,18.24726520458352,0.9736932311619138,2.998017177750167,277,1.6326714892696574,87.94014615212848,382,9.848172426865425,0.6937603682718847,397,0.5815917549597605,67,9.66672666705293,1.651487121099744,4.225333548849768,0.9580167875926615,9.123766137307182,112,Low,890,1,29,19,10,270,84,61,237,5.920893346342265,Soy-Free,Keto-Friendly,1.030880504091317
Olive Oil (1 tbsp),119,0.0,0.0,13.5,0.0,0.0,0,479,128,329,5.2743494737542385,93,1.425404844468452,473,1.3892553158278094,14.865639719899944,3.0770726713551024,0.8772333515068322,158,6.666371535116207,210.3516382191857,619,4.821612727382773,0.4313800321111886,170,1.3035176462124611,40,7.2709272922423605,9.566600884242133,2.8422585063754244,1.3386860938728233,0.18214030931977931,50,High,427,150,27,12,15,425,44,63,74,5.882299536650677,Contains Artificial Colors,Vegetarian,2.131130790083099
Chicken Thigh (100g),209,26.0,0.0,10.0,0.0,0.0,82,592,149,749,3.9770212691953457,92,2.219126601857047,415,0.5541622673401021,14.97380704335598,2.752614002517344,1.0535252332775156,359,5.888049335177226,192.8332611891886,895,3.9126958359063684,1.219173987155847,577,0.4145706786621727,58,9.928587751846297,2.239081315411143,9.041079054576358,1.4115552892710337,3.6656171987149024,67,High,632,1,14,19,-5,55,28,51,9,4.464366946981235,Nut-Free,Keto-Friendly,3.3733987746499583
Pork (100g),242,27.0,0.0,14.0,0.0,0.0,60,2162,29,351,1.464650963873967,44,1.475633588828634,169,1.3985363169312734,2.5203471253959076,4.350150023340035,2.012051571153604,455,5.75758083105541,88.9830112755423,818,3.280882159477833,0.5830795649676332,610,0.8693359719945896,69,6.510511169779467,4.5774936738219925,1.8476498842135691,3.352567993093838,7.288702930971633,115,Low,934,200,34,12,22,282,62,102,267,5.833676322728206,Shellfish-Free,Vegan,2.384666696872959
Beef (100g),250,26.0,0.0,17.0,0.0,0.0,72,3984,14,580,5.255249617370133,78,0.6178082427249569,146,1.0928897754883062,7.829827815224927,2.888128353935846,0.952487991589865,100,0.8026392440184709,138.14957126438412,293,2.1563887226832805,0.5920970636033893,213,1.8087786717337921,86,2.17460343603895,1.1473596126091468,6.813655755805597,1.0891229366432176,4.271560411496743,137,High,387,200,37,12,25,84,32,191,87,4.862125925599674,Contains Artificial Colors,Vegan,0.6499808525147495
Apple (1 medium),95,0.5,25.0,0.3,4.4,19.0,2,164,46,629,10.144279067437962,138,1.3159958160330683,194,2.3592992154026566,17.30901872767351,1.6485459545492755,0.7258323280731107,245,4.958378465420067,24.80327110074291,146,8.019952134835265,1.0278424735911056,111,0.4155224443636869,8,2.0381949371651134,6.032823194505884,9.24644712582414,3.3832915224749227,0.2483440748001431,82,High,947,1,15,19,-4,292,66,189,49,3.601104363352677,Shellfish-Free,Low Fat,3.4662864132098803
Banana (1 medium),105,1.3,27.0,0.3,3.1,14.0,1,2668,175,267,14.136267458278757,149,0.519137130219772,265,0.7492267713566547,5.419473380826363,3.5403982873919984,0.5600478412838362,483,9.283916769504021,60.099011775671016,441,9.576434565087917,1.340109174747759,389,1.3600720681618454,59,3.2456428425547634,3.754511200572125,5.3866995968543305,0.4556608661689987,0.6598090311621319,94,High,933,200,39,28,11,205,29,150,142,4.676198999912204,Egg-Free,Vegan,0.9705989889465968
Chicken Breast (100g),165,31.0,0.0,3.6,0.0,0.0,74,2127,146,151,13.196862751682728,197,3.43506436117057,278,1.8049519110144643,3.1946114569728574,2.9415895364101106,1.0067797285805973,298,4.277122758451142,126.59693412649578,341,4.429625171031283,0.33047893867381084,361,0.48856970405631406,58,0.07130020221006061,3.531734622097055,8.764084885794821,0.7360123054895451,6.486373691382886,136,Low,827,1,31,28,3,32,11,41,58,3.5309545241263898,Gluten-Free,Paleo,2.6542073080913156
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,2795,62,603,11.724906871494236,36,3.3972416294592422,362,0.6054395326690023,7.196015076137075,1.548700827200926,0.40715549992344313,419,6.436763462990335,30.633696467010783,621,9.547996600157834,0.43347175968444274,425,0.8899231998111151,95,6.816984700828346,8.269768772209472,1.2485147843328437,2.5441072424549747,9.648645994052996,28,Low,541,200,7,36,-29,96,42,92,210,3.4579312756261436,Egg-Free,Vegan,2.097590117192588
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,1595,181,337,12.038262805546182,65,1.6854658924169152,179,1.392340875625393,5.188319812959665,3.0813253607430853,0.15407510060287039,483,7.908277418419864,212.39976517406498,469,8.326077346632825,0.5696320147295835,395,1.1271720803117387,93,2.686677846278276,0.09561712850478243,4.9378877025640815,4.609479012883213,5.518636358344989,109,Low,691,100,12,6,6,378,75,90,71,3.092237233830443,Shellfish-Free,Vegan,1.3830820634129113
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,491,108,216,10.309788648663934,32,2.685112563018938,401,1.6079589744401612,18.580475701069947,4.196910100503588,2.433460922270564,365,7.947290151847932,182.3214904258355,900,5.069985711025024,1.950121606824125,199,1.1968821945605208,68,8.151832322927529,7.979467708924225,4.570252804809394,4.29783794405557,5.067578180237691,70,Medium,109,100,17,29,-12,130,90,75,243,4.131417203877666,Soy-Free,Low Carb,1.0319314562831274
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,4614,95,670,4.644016005924042,162,1.537418295231275,426,1.095909862633731,17.49136619804049,0.6285691297580469,0.49989533300227207,177,5.433160782755078,236.47208095563875,230,6.903248701698261,0.8545897498915486,634,1.2447715413509952,96,3.5917265055930025,5.714485657480787,0.08118807036994857,4.843767212214016,3.1832521305626726,37,High,862,150,46,23,23,427,90,91,238,4.323499136967779,Egg-Free,Keto-Friendly,1.0331070928301471
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,4574,117,85,13.700730429881618,30,2.513279471257928,367,1.4101512710407689,10.49398137537518,3.338829673903003,2.3503328644642028,202,8.650543481322195,176.43205743136653,369,4.632349702119398,1.2380811721989504,630,1.3162496892427522,26,4.799564934633127,9.860985134801991,4.432573413593345,3.2523953263908547,2.5669067386606317,126,Medium,558,100,7,38,-31,158,95,195,189,5.797774851753971,Soy-Free,Keto-Friendly,3.0751990436244814
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,3661,33,793,10.390252366681677,70,2.9162901291379373,186,0.8271075890603747,2.1655336151934925,2.0731333810297645,2.412873189061313,196,4.218091886955596,235.69632934292454,913,5.807872378019248,0.558931344160358,226,0.6163605255802153,29,9.656889165603692,5.89443220604249,3.690297563825978,3.37907433208046,0.20984981756284715,71,Medium,441,1,24,33,-9,159,49,176,49,5.152019139539135,Soy-Free,Vegan,3.1187375424902704
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,2378,90,790,8.846168833726159,72,3.340268734076722,373,1.1082476989360723,14.576684575769969,1.8170215059174089,1.659966626354805,280,8.942585540455584,143.08301336583162,160,1.0514402016757862,1.031873097799227,403,0.8625982228626022,85,2.421721230472771,0.5537913414795792,6.6979872777461535,3.1251149946574603,2.7295486764047117,58,High,168,200,49,9,40,74,36,164,204,6.433798848213248,Shellfish-Free,Keto-Friendly,1.895436564874136
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,3199,167,402,2.5538525689887352,131,1.700636827549016,386,1.742212649820406,12.844822895389028,2.2666448766250005,0.9980776791075591,123,2.7821580807576805,154.05246665487266,263,7.114503015355065,0.2408264313333203,563,0.1709054607926224,63,7.212540974297395,0.5064532644372632,9.383297785765185,3.1140946142909867,4.491104408652524,27,Low,824,150,39,36,3,169,36,87,53,3.705882506822626,Soy-Free,Vegetarian,0.8108643887749216
